Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position.1,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Arturo Ortiz,D C,29,121,125,Mexico,Pumas de la UNAM,7,8,8,9,9,10,10,8,8,14,14,7,14,13,12,14,12,13,13,13,12,12,6,12,13,14,13,14,11,15,13,12,11,12,9,13,13,12,13,12,18,2,2,3,2,3,3,1,3,2,1,2,9,10,5,13,9,12,10,17,1,1,20,1,1,1,1,1,1,1,1,1,1,1,180,75,20,11,0.9,6092,6092,2612,Mediterranean_Hispanic,125,4,1992/8/25,1,0,10380.0,,51013525
Josh Laurent,DM/M/AM C,27,121,130,United Kingdom,Stoke City,9,11,13,10,13,8,11,10,15,12,13,6,11,11,13,12,14,12,11,11,10,15,12,13,13,12,16,17,13,13,12,13,18,12,16,13,14,6,13,6,10,3,2,2,1,1,3,1,1,2,3,1,12,14,7,11,12,15,14,14,1,1,10,1,1,1,18,1,20,10,1,16,1,1,188,76,8,20,2.2,6044,6044,3744,Mixed_Race,121,12,1995/5/6,0,0,11599.0,,28094200
Martin Olsson,D/WB LC,34,121,130,"Sweden,Kenya",Malmö FF,13,13,11,8,12,12,10,9,14,12,12,11,14,12,16,13,15,12,13,12,13,12,10,13,13,14,13,14,12,12,13,10,11,12,11,13,14,14,14,13,9,3,3,2,3,2,3,2,3,2,4,2,16,11,12,8,16,14,9,7,1,20,15,1,17,1,1,15,1,1,14,1,1,1,180,78,20,5,0.3,6045,5995,4997,Northern_European,120,13,1988/5/17,55,5,3727.0,,8117260
Marco Mancosu,M/AM LC,33,121,135,Italy,Cagliari Calcio,13,11,12,12,12,14,10,14,10,9,13,14,10,13,11,11,12,11,12,12,12,13,11,14,13,11,13,11,12,12,12,10,11,12,14,10,13,8,10,7,11,3,3,2,2,1,2,1,3,2,3,1,12,12,12,10,11,13,12,10,1,1,1,1,1,1,1,10,19,1,17,20,1,1,177,77,12,20,0.5,6050,6050,5000,Mediterranean_Hispanic,121,5,1988/8/22,0,0,11728.0,,7990165
Jhegson Méndez,M/AM C,25,121,140,"Ecuador,United States",Los Angeles Football Club,6,8,10,5,11,6,5,9,5,8,15,13,10,14,8,8,10,10,10,13,12,11,11,10,10,7,17,14,15,14,10,7,14,13,17,12,14,8,10,9,12,1,2,2,1,4,2,1,2,2,1,2,11,15,8,13,12,12,11,18,1,1,1,1,1,1,12,1,20,1,1,18,1,1,181,70,14,20,2.0,6058,6058,2538,African_Caribbean,117,16,1997/4/26,31,0,12346.0,,86043746
Gonzalo Marinelli,GK,33,121,121,"Argentina,Italy",Club Atlético Tigre,5,2,2,1,6,8,5,3,1,3,13,1,9,8,11,12,14,10,13,5,13,10,1,9,3,13,12,9,11,14,15,10,15,13,13,11,12,8,12,13,13,10,10,13,15,12,13,13,14,11,12,10,12,12,4,10,12,14,13,5,20,1,1,1,1,1,1,1,1,1,1,1,1,1,178,78,9,20,0.275,6001,6001,3219,Mediterranean_Hispanic,120,9,1989/7/7,0,0,3778.0,,14006605
Robin Hack,M/AM RLC,23,121,133,Germany,DSC Arminia Bielefeld,9,10,14,11,12,10,8,13,6,5,11,14,8,12,12,11,7,12,9,11,10,14,13,5,15,8,13,12,14,15,9,7,12,14,12,8,11,5,12,9,13,3,3,3,2,3,3,2,3,3,1,1,9,14,8,10,13,12,12,10,1,1,1,1,1,1,1,20,10,13,20,17,17,13,176,68,13,20,3.0,6057,6057,4255,Northern_European,111,3,1998/8/27,0,0,3999.0,,91144396
Cedric Itten,S,25,121,128,Switzerland,BSC Young Boys,6,10,11,13,12,6,14,13,6,7,12,12,8,12,12,14,13,12,11,10,14,13,11,7,13,8,14,14,11,11,14,14,13,13,14,13,12,6,12,9,6,1,1,1,2,3,2,1,3,1,2,3,7,12,7,11,10,13,10,13,1,1,1,1,1,1,1,1,1,1,1,12,1,20,190,84,10,20,4.5,6044,6044,4548,Northern_European,121,1,1996/12/27,7,4,7857.0,,98033712
Josecarlos Van Rankin,D R,29,121,132,"Mexico,Holland",CD Guadalajara,8,11,8,8,11,7,8,9,8,11,11,8,12,11,11,12,12,11,13,11,12,15,8,8,12,13,14,16,15,14,12,10,15,14,14,11,11,9,7,7,13,2,3,1,3,1,1,3,2,1,4,3,15,8,3,9,12,14,10,11,1,1,1,20,1,15,12,1,1,1,1,1,1,1,174,69,8,20,1.5,6012,5988,3273,Mediterranean_Hispanic,118,8,1993/5/14,1,0,10679.0,Portland Timbers,51016139
Sergio Córdova,M/AM/S R,24,121,134,Venezuela,FC Augsburg,7,9,13,11,14,7,14,9,8,6,10,11,6,13,12,12,16,12,9,10,8,15,14,8,11,5,12,15,14,13,15,15,12,16,11,14,10,10,13,10,10,1,3,3,1,1,1,3,1,1,3,2,7,14,12,9,13,9,10,8,1,1,1,1,1,1,1,10,1,18,10,1,18,20,188,87,9,20,1.8,6033,5793,4193,African_Caribbean,119,15,1997/8/9,15,0,7499.0,Real Salt Lake,86047757
Oscar1,D/M LC,24,121,130,Liberia,Slavia Prague,7,11,14,8,14,12,7,7,8,4,14,12,7,14,7,14,9,13,13,11,12,12,15,6,12,12,10,10,15,16,12,7,8,15,13,9,13,8,9,12,16,3,3,2,3,2,4,2,2,1,3,1,8,12,9,9,6,12,12,13,1,20,1,1,15,1,15,10,19,7,7,9,7,7,174,66,20,12,8.0,6029,6029,4729,African_Caribbean,114,12,1998/7/19,27,1,3654.0,,13162051
Víctor Ruiz1,M/AM RLC,28,121,126,Spain,Al-Fayha Club,13,13,14,10,17,12,5,13,4,5,14,12,7,17,9,12,7,13,11,13,13,12,14,8,13,7,12,12,12,14,9,6,14,12,13,4,13,7,13,8,15,3,1,1,1,3,3,1,3,2,2,2,17,12,1,9,10,11,8,11,1,1,1,1,1,1,1,18,20,16,18,17,15,1,173,66,8,20,0.5,6050,6050,3550,Mediterranean_Hispanic,111,4,1993/11/2,0,0,18113.0,,67210998
Vitinho2,AM/S RLC,23,121,135,Brazil,Dynamo Kyiv,8,11,14,11,13,10,11,12,8,7,12,12,8,14,10,11,12,12,10,13,11,13,11,10,12,7,11,12,14,14,11,11,13,12,12,10,13,14,12,11,14,3,2,3,1,3,3,1,2,3,1,2,11,11,4,12,10,12,14,11,1,1,1,1,10,1,1,12,10,1,20,17,15,16,180,67,20,10,5.0,6014,6014,2784,African_Caribbean,117,13,1999/4/1,0,0,5750.0,ATP,19337928
Brenner1,S,28,120,129,Brazil,ITU,10,11,11,13,12,10,14,13,7,6,10,14,7,12,11,12,14,12,11,11,10,13,13,11,13,6,12,13,13,12,11,13,12,12,12,14,12,13,11,9,11,2,3,1,2,1,3,2,3,1,1,2,10,12,6,12,13,10,6,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,182,82,12,20,0.3,6000,6000,3250,Mixed_Race,119,12,1994/3/1,0,0,5781.0,,19194971
Daniel1,M/AM RLC,26,120,122,Brazil,BAH,12,12,13,11,13,13,7,13,4,9,14,12,9,14,11,13,11,13,9,13,11,11,13,13,13,9,9,12,12,14,8,5,10,12,10,7,10,11,11,12,12,2,3,3,3,1,1,4,1,4,2,3,8,12,5,11,14,7,8,12,1,1,1,1,1,1,15,12,20,11,15,18,15,1,173,65,12,20,0.25,5949,5949,2722,Mediterranean_Hispanic,110,9,1996/1/11,0,0,4858.0,,19259562
Dudu1,D/WB/M R,26,120,123,Brazil,ATG,12,13,11,7,12,7,9,7,10,10,11,8,11,11,13,12,11,12,11,11,11,12,12,5,13,11,13,13,15,13,13,7,13,14,13,12,11,14,10,9,15,1,3,2,4,3,1,3,3,2,1,2,16,10,4,12,10,11,10,10,1,10,1,20,12,18,1,1,6,18,1,11,13,1,175,75,7,20,1.3,6032,6032,2993,Mixed_Race,109,11,1996/7/15,0,0,5299.0,,19242556
Jorginho1,AM LC,31,120,121,Brazil,ATG,12,12,14,12,13,9,8,11,5,10,13,12,11,13,11,10,8,13,12,13,13,7,12,8,15,11,14,13,13,13,10,10,12,13,13,9,12,12,11,12,10,3,2,2,1,3,2,3,1,2,2,2,7,8,10,12,12,13,11,7,1,1,1,1,1,1,1,12,12,1,17,20,1,1,180,71,8,20,0.45,5979,5979,2914,Mixed_Race,119,10,1991/1/5,0,0,2915.0,,19202501
Lisandro López1,S,39,120,155,"Argentina,Italy",Club Atlético Sarmiento de Junín,9,9,12,14,14,10,12,12,6,4,13,15,7,15,14,15,16,16,16,14,17,16,14,18,13,8,13,12,9,10,10,9,10,9,10,11,14,14,17,13,10,3,1,2,3,4,3,4,1,3,2,3,14,15,7,15,16,18,12,9,1,1,1,1,1,1,1,1,1,1,12,10,1,20,174,75,12,20,0.125,6041,6041,4026,Mediterranean_Hispanic,119,5,1983/3/2,7,1,6961.0,,955277
Lucas Lima1,D L,30,120,133,Brazil,Başakşehir Futbol Kulübü,8,15,13,11,12,14,10,14,11,12,13,5,8,13,5,13,9,11,12,12,11,15,12,5,12,8,13,13,15,14,12,9,12,15,15,12,12,12,12,6,13,2,2,1,2,1,2,1,1,2,1,1,13,14,6,9,10,9,6,9,1,20,1,1,15,1,1,11,1,1,1,1,1,1,179,76,20,8,1.2,6050,6350,4700,Mixed_Race,118,11,1991/10/10,0,0,19999.0,,19082750
Manu García1,DM/M/AM LC,36,120,128,"Spain,Pays Basque",Mirandés,11,13,11,12,13,6,11,13,12,12,13,11,12,12,13,12,14,11,13,12,13,14,11,15,11,13,14,14,12,10,10,8,13,11,11,13,14,8,15,7,15,4,1,2,1,2,1,3,2,3,3,1,20,9,5,18,14,18,14,6,1,13,1,1,14,1,20,17,18,1,16,1,1,1,182,74,20,8,0.2,6000,6000,4000,Mediterranean_Hispanic,117,5,1986/4/26,0,0,3743.0,,1507537
Marcão1,S,28,120,130,Brazil,Wuhan Three Towns,4,8,11,14,9,9,14,11,7,7,9,13,5,13,12,10,12,10,11,9,12,12,13,7,12,5,7,4,13,9,14,18,14,13,11,16,11,5,13,11,10,2,2,2,2,2,1,3,1,3,1,2,12,11,7,15,9,8,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,20,196,96,15,20,1.2,6000,6000,3250,African_Caribbean,114,17,1994/6/17,0,0,50194.0,,19200869
Becir Omeragic,D C,20,120,-8,Switzerland,FC Zürich,4,6,11,5,11,7,12,7,9,14,13,8,15,12,13,14,12,14,12,12,12,13,7,12,9,13,13,11,11,10,12,14,11,11,14,13,12,10,12,12,14,3,3,2,2,2,3,3,3,3,2,1,13,14,12,7,14,13,12,12,1,1,20,12,1,1,10,1,6,1,1,1,1,1,187,76,10,20,5.0,5981,6426,4382,Northern_European,120,0,2002/1/20,4,0,6106.0,,98046083
Tiago Palacios,M/AM RC,21,120,145,Argentina,Montevideo City Torque,15,14,15,12,16,15,8,12,10,8,13,12,8,15,9,11,9,8,8,13,9,7,16,4,11,9,10,13,15,15,13,6,10,11,11,6,8,13,8,8,14,2,1,3,3,2,3,2,2,2,3,3,14,11,5,12,11,12,11,19,1,1,1,1,1,1,1,13,16,14,12,20,19,12,165,61,20,9,1.5,4821,5301,3957,Native_American,114,8,2001/3/8,0,0,3248.0,,14254377
Amar Rahmanović,M/AM C,28,120,140,Bosnia and Herzegovina,Krylja Sovetov Samara,11,11,12,12,12,11,8,14,2,12,13,6,8,13,13,12,10,13,13,13,13,12,13,9,12,9,14,14,12,11,11,9,13,12,11,11,13,9,12,8,13,3,3,2,1,4,3,1,1,1,3,3,14,12,9,10,13,12,12,13,1,1,1,1,1,1,1,1,17,1,14,20,12,1,191,83,20,13,2.0,6150,5280,4978,Mediterranean_Hispanic,117,6,1994/5/13,5,0,27841.0,,62075209
Harry Toffolo,D/WB L,26,120,130,"England,Italy",Nottingham Forest,12,13,11,12,13,14,12,10,10,11,12,7,12,12,11,12,11,12,11,13,13,12,7,9,12,12,13,12,13,12,11,10,14,12,15,11,14,6,9,7,12,1,1,3,1,3,2,2,2,2,1,3,11,10,3,11,11,14,10,11,1,20,1,1,19,1,1,14,1,1,1,1,1,1,183,71,20,8,5.0,6000,6000,3500,Northern_European,118,3,1995/8/19,0,0,40597.0,,29079834
Eric Ramírez,AM/S RC,25,120,121,Argentina,Club de Gimnasia y Esgrima La Plata,10,11,12,13,11,10,12,12,8,9,12,10,8,12,14,12,13,11,11,10,11,12,12,8,14,11,12,15,14,13,9,8,12,14,13,13,12,12,13,12,13,1,2,1,2,3,3,2,1,1,2,4,8,10,11,14,9,14,12,8,1,1,1,1,1,1,1,8,1,12,14,15,17,20,170,68,8,20,0.85,6000,6000,3250,Native_American,115,10,1996/9/21,0,0,3193.0,,14164786
Diego Mariño,GK,32,120,144,Spain,S. Gijón,7,7,12,7,13,7,8,7,9,8,10,7,8,12,7,8,7,8,13,9,10,9,6,9,2,13,15,8,11,14,7,15,12,12,14,11,10,6,10,6,5,15,8,15,12,14,8,17,17,6,14,17,10,8,8,12,10,15,16,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,77,10,20,0.3,6000,6000,4500,Mediterranean_Hispanic,119,5,1990/5/9,0,0,8624.0,,67066947
Russell Canouse,D/DM/M RC,27,120,126,United States of America,D.C. United,7,10,10,8,12,8,10,11,10,12,14,8,14,12,14,11,16,12,12,11,11,16,7,14,9,12,16,14,12,10,14,9,15,13,14,13,15,12,15,8,10,3,1,1,1,2,2,1,2,2,3,3,14,18,5,10,13,16,14,12,1,1,1,18,1,1,19,1,20,10,1,1,10,1,178,78,12,20,1.2,5878,5878,3868,Northern_European,117,4,1995/6/11,0,0,9986.0,,91126325
Felix Beijmo,D/WB R,24,120,130,Sweden,Malmö FF,10,12,10,8,11,8,10,9,13,13,12,9,12,12,13,11,12,12,14,12,12,13,10,11,12,11,14,14,13,11,13,11,15,15,14,13,14,10,12,8,10,3,1,2,2,1,1,3,2,4,2,3,11,12,4,9,11,15,14,14,1,14,14,20,8,19,1,1,1,14,1,1,8,1,186,82,5,20,1.5,5961,5861,3330,Northern_European,117,2,1998/1/31,0,0,3727.0,,93059028
Joo Min-Kyu,AM/S C,32,120,120,South Korea,Jeju United,13,12,10,15,14,13,14,11,8,12,13,13,10,11,13,13,13,14,14,12,14,11,12,14,14,12,12,11,9,13,13,13,14,11,11,14,14,3,8,4,14,4,3,3,1,1,3,3,3,3,3,3,13,11,11,12,13,12,14,10,1,1,1,1,1,1,12,1,15,1,1,17,1,20,183,79,7,20,0.9,6000,6000,250,10,122,8,1990/4/13,0,0,7087.0,,66029696
Turgay Gemicibaşı,DM/M C,26,120,123,"Turkey,Germany",Sportklub Austria Klagenfurt,11,11,12,11,13,12,11,10,9,13,13,10,13,12,16,13,12,11,12,12,10,15,6,9,10,14,14,16,12,12,14,12,14,13,14,13,12,16,9,7,10,2,3,1,3,3,1,1,3,2,1,1,12,14,10,6,10,8,6,7,1,1,10,1,1,1,20,14,16,8,14,10,8,1,180,70,20,9,0.35,5850,5850,4250,North_African__Middle_Eastern,123,2,1996/4/23,0,0,3153.0,Kasımpaşa A.Ş.,91133518
Max Meyer,M/AM LC,26,120,150,Germany,FC Luzern,10,12,12,11,14,9,8,11,3,9,14,10,10,15,10,12,11,13,7,14,12,9,11,6,12,10,13,12,13,15,10,5,12,11,12,7,7,7,12,12,15,3,2,2,3,2,3,2,2,3,1,3,9,8,14,7,13,12,15,15,1,1,1,1,1,1,12,15,18,9,14,20,12,8,173,68,14,20,2.5,6000,6840,4956,Northern_European,120,5,1995/9/18,4,1,6106.0,,91100536
Matías Giménez,S C,23,120,129,Argentina,Club Atlético San Martín de San Juan,11,10,14,13,14,11,12,9,7,5,11,9,6,13,12,12,11,11,10,10,10,12,15,11,13,8,12,14,13,14,11,13,14,13,12,14,12,6,10,5,7,2,1,3,1,1,2,2,3,3,2,3,13,12,3,10,13,14,12,8,1,1,1,1,1,1,1,1,1,1,9,15,12,20,185,75,9,20,3.0,5925,5925,3268,Northern_European,119,5,1999/3/6,0,0,5585.0,,14247816
Giorgos Tzavellas,D C,34,120,130,Greece,AEK Athens,9,12,11,8,12,12,13,11,13,13,13,11,12,12,15,14,16,12,12,14,12,15,10,14,11,13,16,16,11,12,13,12,18,11,11,14,13,15,15,4,13,4,2,3,2,2,1,4,3,3,2,4,15,16,15,12,16,15,5,6,1,10,20,1,7,1,1,1,1,1,1,1,1,1,183,81,20,5,0.3,6000,6000,4005,Mediterranean_Hispanic,123,4,1987/11/26,47,3,8278.0,,36004439
Risto Radunović,D L,30,120,123,Montenegro,Fotbal Club FCSB,13,13,7,5,13,12,9,8,11,12,11,15,13,8,11,13,15,12,12,11,12,10,7,15,13,14,12,13,10,11,13,12,12,13,13,14,12,8,11,10,9,3,1,3,1,3,1,3,2,1,3,1,10,10,9,12,10,11,10,10,1,20,1,1,13,1,1,1,1,1,1,1,1,1,183,77,20,11,1.4,5850,5850,5150,Northern_European,119,5,1992/5/4,23,1,3146.0,,62054709
Peniel Mlapa,AM/S RC,31,120,127,"Togo,Germany",Al-Ittihad Kalba Sports & Cultural Club,7,11,12,13,12,7,11,12,8,6,11,9,7,11,13,10,11,10,9,9,8,8,12,6,10,7,13,11,13,12,12,16,13,16,12,16,9,13,9,5,14,3,2,4,4,3,1,2,1,3,1,3,10,14,13,12,8,12,9,11,1,1,1,1,1,1,1,10,13,13,12,18,17,20,195,93,12,20,0.7,5700,5700,4750,African_Caribbean,113,17,1991/2/20,6,0,19462.0,,91012819
Carmelo Algarañaz,S L,26,120,128,Bolivia,Club Always Ready,11,9,13,14,10,12,10,11,7,4,11,13,3,12,6,12,11,11,12,12,12,13,9,7,12,12,11,11,14,12,15,11,7,12,16,13,12,10,9,5,11,1,1,1,2,1,3,2,3,3,2,2,16,8,2,11,10,9,11,14,1,1,1,1,1,1,1,1,1,1,15,1,1,20,178,82,20,12,0.7,5500,5500,2750,Native_American,119,10,1996/1/27,10,0,993.0,,86041292
Jon McLaughlin,GK,34,120,120,Scotland,Rangers,5,2,2,1,9,8,3,3,3,1,13,4,1,11,12,12,13,14,10,8,10,12,2,7,2,12,12,12,8,13,9,15,14,9,13,12,17,3,5,5,14,15,14,13,6,14,14,12,14,12,9,12,14,12,5,10,11,14,11,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,83,10,20,0.2,6000,6000,4600,Northern_European,119,3,1987/9/9,2,0,6960.0,,30020653
Ronnie Edwards,D C,19,120,-8,United Kingdom,Peterborough United,4,6,12,6,13,6,11,7,6,12,13,6,13,13,12,13,13,15,12,11,13,13,7,10,10,13,13,12,13,12,12,10,13,13,13,12,12,8,12,7,11,2,4,2,2,3,1,4,1,3,1,3,11,9,4,12,12,14,12,13,1,1,20,1,1,1,10,1,1,1,1,1,1,1,180,0,15,20,3.2,6000,6000,3502,Northern_European,120,2,2003/3/28,0,0,2900.0,,29243820
Stefan Kutschke,S,33,120,124,Germany,SG Dynamo Dresden,5,8,8,12,10,6,17,10,9,7,10,12,7,11,13,14,17,13,15,8,10,15,7,13,12,10,14,16,10,8,14,16,13,12,15,17,13,8,13,5,4,4,2,2,1,2,3,1,3,2,2,1,12,15,10,11,13,16,17,8,1,1,1,1,1,1,1,1,1,1,1,1,1,20,194,95,12,20,0.25,6009,6009,4007,Northern_European,119,2,1988/11/3,0,0,8299.0,,35023160
Robert Tesche,DM/M C,35,120,130,Germany,VfL Osnabrück,10,12,9,12,14,10,15,13,8,8,14,9,10,13,14,10,14,11,12,12,11,10,9,9,13,12,16,14,10,12,12,13,17,11,14,13,13,8,10,4,17,3,1,3,1,1,3,1,1,3,2,1,12,14,2,13,9,17,15,18,1,1,1,1,1,1,19,1,20,12,1,14,12,1,182,78,13,20,0.3,6000,6000,4001,Northern_European,120,3,1987/5/27,0,0,4499.0,,35006190
Santiago Pierotti,M RC,21,120,133,Argentina,Club Atlético Colón de Santa Fe,11,11,13,9,13,10,8,12,8,7,12,11,8,13,10,13,13,15,12,12,11,16,12,11,14,11,15,13,12,11,14,12,12,10,14,13,13,7,12,6,14,1,1,2,2,1,1,3,1,1,1,3,13,15,6,12,13,12,12,14,1,1,1,1,1,1,10,8,20,15,1,12,10,1,189,79,9,20,2.5,5909,5909,3277,Mediterranean_Hispanic,113,5,2001/4/3,0,0,1942.0,,14230113
Phillip Menzel,GK,23,120,129,Germany,Sportklub Austria Klagenfurt,2,4,3,3,8,6,7,6,14,5,9,4,6,8,8,8,13,13,12,10,11,12,3,7,1,15,14,13,11,12,15,17,14,14,14,15,13,5,7,5,12,17,14,13,8,12,9,10,13,9,11,15,6,12,6,12,13,13,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,85,7,20,0.7,5484,5853,3703,Northern_European,123,4,1998/8/18,0,0,2167.0,,91166136
Damien Le Tallec,D/DM/M C,32,120,130,"France,Russia",Torpedo Moscow,5,8,9,9,13,12,14,11,5,13,13,9,13,12,14,14,13,12,13,10,13,9,10,11,11,13,13,14,9,10,14,16,12,9,13,14,12,14,13,9,14,2,3,4,1,3,1,1,1,2,2,2,10,13,8,8,12,14,11,9,1,1,16,1,1,1,20,1,16,1,1,1,1,1,187,80,8,20,0.5,6000,6000,3000,Northern_European,114,5,1990/4/19,0,0,18923.0,,34004620
Carlos Garcés,S,32,120,127,Ecuador,Barcelona Sporting Club,6,9,12,15,12,8,14,11,6,7,11,16,7,11,9,11,11,12,13,8,14,12,12,16,17,7,10,11,10,12,13,14,13,11,10,16,10,9,10,7,12,2,1,2,1,1,3,2,2,1,2,1,11,15,1,12,7,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,85,9,20,0.325,6000,6010,3255,Native_American,118,9,1990/3/1,3,0,5094.0,9 de Octubre Fútbol Club,86031736
Alexander Meyer,GK,31,120,122,Germany,Borussia Dortmund,2,2,1,3,10,5,1,3,3,3,13,2,3,9,10,13,16,12,8,11,10,12,1,12,3,10,13,14,9,11,13,18,14,8,9,15,13,5,12,8,13,16,10,11,5,15,12,12,14,8,6,11,7,12,7,14,14,14,14,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,195,90,6,20,0.8,5470,5470,3470,Northern_European,114,4,1991/4/13,0,0,4499.0,,91018450
Ricardo Batista,GK,35,120,120,"Angola,Portugal,Cape Verde Islands",Casa Pia Atlético Clube,2,2,3,2,7,7,8,3,3,1,8,1,3,5,10,14,14,10,12,11,12,13,9,10,12,13,11,11,10,13,10,13,10,10,12,12,14,13,8,10,10,14,11,13,15,12,10,15,16,15,16,12,12,12,5,15,13,15,8,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,79,20,6,0.1,6000,6000,4500,African_Caribbean,119,14,1986/11/19,0,0,1849.0,,744635
Onni Valakari,AM C,22,120,132,"Finland,Scotland",Pafos FC,11,11,12,13,14,12,10,15,3,6,12,13,7,13,11,14,11,13,15,13,12,16,14,8,14,8,11,13,13,14,11,13,11,12,14,10,12,9,13,5,12,1,2,2,3,3,3,2,3,3,1,3,16,12,6,7,12,14,14,15,1,1,1,1,1,1,10,8,15,1,12,20,1,14,187,83,20,8,1.6,6000,5900,3500,Northern_European,122,2,1999/8/18,10,1,2945.0,,33071592
Alê,M/AM LC,32,120,122,"Brazil,Italy",AMG,12,12,13,12,13,10,10,10,6,11,14,12,12,13,13,13,13,12,12,13,12,8,10,5,13,13,14,14,13,13,12,10,12,12,14,10,12,15,12,8,17,2,4,1,3,3,3,3,1,2,2,3,18,12,4,8,13,10,10,18,1,1,1,1,12,1,12,14,20,12,15,18,13,1,184,74,7,20,0.3,5987,5987,2390,Northern_European,121,6,1990/6/6,0,0,5385.0,,66013607
Bradley Dack,AM C,28,120,140,United Kingdom,Blackburn Rovers,8,11,12,15,14,12,12,11,3,8,13,12,7,14,12,14,13,14,11,14,11,12,13,13,16,8,14,14,11,10,14,10,8,10,10,12,11,10,12,12,9,1,3,1,3,3,2,2,2,1,3,2,13,14,12,14,13,14,10,15,1,1,1,1,1,1,1,10,15,10,11,20,11,15,175,73,14,20,1.2,6000,6000,4001,Northern_European,120,2,1993/12/31,0,0,17399.0,,29088322
Phil Neumann,D RC,25,120,130,Germany,Hannover 96,3,10,13,6,11,3,12,6,10,12,11,6,13,11,14,12,15,11,12,11,11,16,11,10,11,12,12,12,13,11,15,15,16,17,13,14,13,12,14,6,14,3,3,4,2,3,3,4,3,2,2,3,11,15,8,10,13,15,12,12,1,1,20,18,1,15,10,1,10,10,1,1,1,1,192,91,8,20,1.8,5969,5969,3989,Northern_European,118,3,1997/7/8,0,0,12466.0,,91167594
Valentín Vada,M/AM RC,26,120,132,"Argentina,Italy",Zaragoza,14,13,13,12,14,14,5,14,5,7,14,14,7,15,13,12,12,14,12,15,12,14,14,10,12,10,14,12,10,12,12,8,12,10,12,11,10,11,15,6,12,2,1,3,1,2,2,1,3,1,3,3,10,14,6,15,12,14,14,11,1,1,1,1,1,1,10,10,20,16,10,19,15,8,175,71,12,20,1.5,6100,6100,4250,Mediterranean_Hispanic,119,6,1996/3/6,0,0,11499.0,,85120545
Gonzalo Ávila,D/WB R,24,120,130,Spain,Olympiacos SF Piraeus,9,12,12,7,12,7,9,9,13,12,11,8,12,12,13,12,13,12,11,12,12,13,11,8,13,11,14,15,14,13,12,9,14,14,14,11,12,8,11,8,12,1,3,1,3,2,3,1,3,1,3,2,13,12,7,11,11,13,12,9,1,1,1,20,1,18,1,1,1,12,1,1,8,1,175,68,8,20,2.0,6000,5800,3750,Mediterranean_Hispanic,117,2,1998/1/26,0,0,4847.0,,95035992
Andrey Santos,DM/M C,18,120,-85,Brazil,VDG,8,8,12,11,13,9,12,11,9,14,12,9,12,14,12,13,12,12,13,13,12,15,15,10,12,13,13,13,13,14,12,11,12,13,12,12,13,9,17,13,18,3,3,3,2,3,2,2,3,1,3,3,16,9,8,12,9,11,11,11,1,1,1,1,1,1,16,1,20,1,1,1,1,1,181,72,8,20,14.0,5964,5964,2531,African_Caribbean,122,17,2004/5/3,0,0,6548.0,,2000007415
Bilal Hussein,DM/M RC,22,120,138,"Sweden,Somalia",AIK,12,13,12,11,13,12,7,12,6,12,14,11,11,13,13,12,12,13,12,14,12,13,12,8,13,12,12,12,12,11,10,8,14,12,13,9,13,10,11,5,14,1,3,2,1,2,2,2,2,3,1,1,10,12,5,13,13,13,11,10,1,7,7,13,7,14,17,7,20,16,1,14,10,1,175,70,12,20,1.5,6000,5900,2250,African_Caribbean,119,13,2000/4/22,0,0,1863.0,,93081497
Pol Llonch,DM/M C,29,120,128,Spain,Willem II,8,10,11,6,12,8,12,10,8,12,13,10,12,11,14,12,16,11,11,10,12,12,10,16,12,13,16,17,12,12,15,12,13,12,16,13,13,14,12,8,14,2,4,4,1,2,3,3,4,2,2,1,12,13,10,17,10,14,14,12,1,1,1,1,1,1,20,10,18,10,1,10,1,1,171,70,8,20,0.4,6000,5500,5000,Mediterranean_Hispanic,119,1,1992/10/7,0,0,3000.0,,67157742
